,Unnamed: 0,id,title,body,link,rating,verified_purchase,helpful_votes,year,month,version,bd_cleaned,sw_removed,stemmed
95,95,R2XQOGIWA5XCW1,What u would expect.,"Great device. Easy to use, especially with voice-searching etc…",https://www.amazon.com/gp/customer-reviews/R2XQOGIWA5XCW1/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08G9TJWW9,5,True,,2022,1,O.S.10.5,it is awesome i can voice control to search for any show or movie on all streaming devices and then i can pick how i want to watch it i am technologically challenged and i was able to set it up in about minutes i couldn t believe it nothing is that easy,awesome voice control search show movie streaming devices pick want watch technologically challenged able set minutes believe nothing easy,awesom voic control search show movi stream devic pick want watch technolog challeng abl set minut believ noth easi
96,96,R2SEZJIBM8P9Y3,Best Roku I've used - But Dead Now 10 Months Later,"I was very impressed with the speed of this Roku vs the smaller USB looking Roku devices. You click on something and boom, it was open. No watching the buffering circle for a while. Streaming and video quality are great and I like that you can plug headphones into the remote and listen to it that way when you need to be quiet. That said, I purchased this 03ch of 2021 and now it's 01uary 2022 and it's dead. I turned on Hulu last night and it froze up. Then rebooted itself and that's all it does now. Reboots, but never gets to the main screen. I just started a warranty claim which ""should"" replace it. I'm sure it will be a hassle however. Stuck using my X-Box for now.",https://www.amazon.com/gp/customer-reviews/R2SEZJIBM8P9Y3/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08G9TJWW9,4,True,,2022,1,O.S.10.5,i bought this as a f restick alternative which was a huge mistake the roku had some nice features but for the fact that you cannot install rd party applications it made it useless to me lost my money f restick is much better for the simple fact that there are many more applications available,bought f restick alternative huge mistake nice features fact cannot install rd party applications made useless lost money f restick much better simple fact many applications available,bought f restick altern huge mistak nice featur fact cannot instal rd parti applic made useless lost money f restick much better simpl fact mani applic avail
97,97,R2NX218EXP6DJS,Stopped working just outside of a year old,"I loved this product up until it stopped working just outside of a year old. I tried to contact customer support, but they keep dropping me after I reach about 28 in the queue of hundreds (2x now).My last roku lasted nearly 7 years. I do NOT recommend this model. My sister has a roku stick that works just as well for less than half the cost.",https://www.amazon.com/gp/customer-reviews/R2NX218EXP6DJS/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08G9TJWW9,2,True,,2022,1,O.S.10.5,all if this wonderful technology for my projector and it can t connect to the bluetooth speakers at the front of the room disappointing to say the least,wonderful technology projector connect bluetooth speakers front room disappointing say least,wonder technolog projector connect bluetooth speaker front room disappoint say least
98,98,RCDMJDRQFMZN9,Worked 1 day,Worked great 1 day. Returned item and ask for a replacement and they refused because price went up $30 over night,https://www.amazon.com/gp/customer-reviews/RCDMJDRQFMZN9/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08G9TJWW9,1,True,,2022,1,O.S.10.5,works well except it goes through batteries more often than my other remotes do,works well except goes batteries often remotes,work well except goe batteri often remot
99,99,R2A2BHSEJRHNHS,Roku stopped working after 3 days,"Worked the first 3 days,now froze up,06k",https://www.amazon.com/gp/customer-reviews/R2A2BHSEJRHNHS/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08G9TJWW9,1,True,,2022,1,O.S.10.5,the only roku device i have found that does not buffer has an ethernet port so wifi isn t required has more memory than cheaper roku devices and has quad processor best option for people who s router is not in the same room as their roku devices,device found buffer ethernet port wifi required memory cheaper devices quad processor best option people router room devices,devic found buffer ethernet port wifi requir memori cheaper devic quad processor best option peopl router room devic
100,100,R31R7CH6C8EPRI,Crap that keeps dropping signal,"This is the second device I got as the first kept dropping signal. Got another one and it’s plagued with HDMI loss, signal lsd, purple screen, and keeps cutting out every few minutes. Wanted an Ethernet connection streamer but ROKU has failed. This is so problematic it’s not worth the fight anymore.",https://www.amazon.com/gp/customer-reviews/R31R7CH6C8EPRI/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08G9TJWW9,1,True,,2022,1,O.S.10.5,tried to exchange for a unit that didn t have issues with sound the amazon representative would not allow me to receive a replacement even though the replacement window was still open buyer beware,tried exchange unit issues sound representative would allow receive replacement even though replacement window still open buyer beware,tri exchang unit issu sound repres would allow receiv replac even though replac window still open buyer bewar
101,101,R2AZP1MQ86QHT2,10 months and just stopped working,It’s a Roku. It’s perfect until it’s not. And it lasted 10 months before it just stopped working. No amount of resetting and rebooting fixed it. Super disappointing,https://www.amazon.com/gp/customer-reviews/R2AZP1MQ86QHT2/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08G9TJWW9,1,True,,2022,1,O.S.10.5,this product is an absolute life changer we ve been struggling with our cable service interfaces for a couple years now not only is the roku lightning fast but the interface is completely organized and easy to navigate,product absolute life changer struggling cable service interfaces couple years lightning fast interface completely organized easy navigate,product absolut life changer struggl cabl servic interfac coupl year lightn fast interfac complet organ easi navig
102,102,R20MLWW8IC7BRR,Great service!,"I enjoy this product’s serviceability. Zero problems. Love the programming! British programming, mysteries, medical programs, science and educational programs! Yes, I enjoy my Roku!",https://www.amazon.com/gp/customer-reviews/R20MLWW8IC7BRR/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08G9TJWW9,5,True,,2022,1,O.S.10.5,i bought a roku ultra as a gift for a cousin of mine overseas on unfortunately the device turned out to be defective and worthless adding embarrassment to my futile efforts i have the item back now in nevada can i return it for replacement,bought ultra gift cousin mine overseas unfortunately device turned defective worthless adding embarrassment futile efforts item back nevada return replacement,bought ultra gift cousin mine oversea unfortun devic turn defect worthless ad embarrass futil effort item back nevada return replac
103,103,R2R1EVM2OIXCJZ,Great streaming device!,I had to replace my Sony Blu-ray player because the internet extender didn’t have an Ethernet port. This was super easy to set up and works for all the streaming platforms.,https://www.amazon.com/gp/customer-reviews/R2R1EVM2OIXCJZ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08G9TJWW9,5,True,,2022,1,O.S.10.5,switched from amazon firestick love my roku much better,switched firestick love much better,switch firestick love much better
104,104,R3VYXK6DQ7GAP6,Easy to set up,It is awesome. I can voice control to search for any show or movie on all streaming devices. And then I can pick how I want to watch it. I am technologically challenged and I was able to set it up in about 20 minutes. I couldn't believe it. Nothing is that easy. 🤣🤣,https://www.amazon.com/gp/customer-reviews/R3VYXK6DQ7GAP6/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08G9TJWW9,5,True,,2022,1,O.S.10.5,turned my outdated inch s ttv back into a s tv it was impossible to download new apps on my samsung s tv this is a great alternative to a new tv,turned outdated inch ttv back impossible download new apps samsung great alternative new,turn outdat inch ttv back imposs download new app samsung great altern new
105,105,R18YC046CC1VPD,Very limited usability,I bought this as A Fírestick alternative which was a huge mistake. The roku had some nice features but for the fact that you cannot install 3rd party applications it made it useless to me. Lost my money. Fírestick is much better for the simple fact that there are many more applications available.,https://www.amazon.com/gp/customer-reviews/R18YC046CC1VPD/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08G9TJWW9,2,True,,2022,1,O.S.10.5,at first it was driving me crazy but finally figured it out and it was amazing my kids love it,first driving crazy finally figured amazing kids love,first drive crazi final figur amaz kid love
106,106,R1XIOQK6JN7YFT,Ni Bluetooth speakers,All if this wonderful technology for my projector and it can't connect to the Bluetooth speakers at the front of the room. Disappointing to say the least.,https://www.amazon.com/gp/customer-reviews/R1XIOQK6JN7YFT/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08G9TJWW9,3,True,,2022,1,O.S.10.5,this box replaced my chrome cast and very satisfied with the product remote with a headphone jack allows me to work freely around the house,box replaced chrome cast satisfied product remote headphone jack allows work freely around house,box replac chrome cast satisfi product remot headphon jack allow work freeli around hous
107,107,ROCM1B0KFM2JA,Liked this product so well purchased two more for my home.,Works well except it goes through batteries more often than my other remotes do.,https://www.amazon.com/gp/customer-reviews/ROCM1B0KFM2JA/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08G9TJWW9,5,True,,2022,1,O.S.10.5,this is the leader in streaming always works easy set up,leader streaming always works easy set,leader stream alway work easi set
108,108,RWQDG8WG51NUK,"Finally, a Roku device that doesn't buffer constantly","The only Roku device I have found that does not buffer, has an Ethernet port so wifi isn't required, has more memory than cheaper Roku devices and has quad processor. Best option for people who's router is not in the same room as their Roku devices",https://www.amazon.com/gp/customer-reviews/RWQDG8WG51NUK/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08G9TJWW9,5,True,,2022,1,O.S.10.5,i bought this roku ultra when prime video still works with netflix no longer supported the roku xs its interface is essentially the same but much bigger sized as the roku both the ultra and have the same cluttered busy and stream preview interface i wound up returning it for the amazon firestick rd gen while its interface is similarly complicated it can be very much modified since its based on android with the wolf launcher mod app,bought ultra prime video still works netflix longer supported xs interface essentially much bigger sized ultra cluttered busy stream preview interface wound returning firestick rd gen interface similarly complicated much modified since based android wolf launcher mod app,bought ultra prime video still work netflix longer support xs interfac essenti much bigger size ultra clutter busi stream preview interfac wound return firestick rd gen interfac similarli complic much modifi sinc base android wolf launcher mod app
109,108,R1GM3PF1Y3LM3T,Amazon doesn’t honor return window!!,Tried to exchange for a unit that didn’t have issues with sound. The Amazon representative would not allow me to receive a replacement even though the replacement window was still open. Buyer beware!!!,https://www.amazon.com/gp/customer-reviews/R1GM3PF1Y3LM3T/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08G9TJWW9,1,True,,2022,1,O.S.10.5,had huge problem started out well attached to our living room tv until its st software update days later then would just show the start screen nothing played not sling not apple tv not spectrum not acorn got big black hdcp violation screen and the roku ultra was misidentified the tv got hdco violations on all content the lr samsung is a p but not hdmi i tried out the device with all tv s it worked ok with our samsung which has hdmi and with our older smaller tvs that are p when set manually to p if you do not have a newer tv beware make sure it supports at least hdmi and preferably inputs are usually labeled as such and you can also get the information from the tv s setup screen,huge problem started well attached living room st software update days later would show start screen nothing played sling apple spectrum acorn got big black hdcp violation screen ultra misidentified got hdco violations content lr samsung p hdmi tried device worked ok samsung hdmi older smaller tvs p set manually p newer beware make sure supports least hdmi preferably inputs usually labeled also get information setup screen,huge problem start well attach live room st softwar updat day later would show start screen noth play sling appl spectrum acorn got big black hdcp violat screen ultra misidentifi got hdco violat content lr samsung p hdmi tri devic work ok samsung hdmi older smaller tv p set manual p newer bewar make sure support least hdmi prefer input usual label also get inform setup screen
110,110,R3UTW30T7O2HGA,Electronic’s,Great thanks amazon😊🇺🇸👍,https://www.amazon.com/gp/customer-reviews/R3UTW30T7O2HGA/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08G9TJWW9,5,True,,2022,1,O.S.10.5,perfect for the studio room and the garage,perfect studio room garage,perfect studio room garag
111,111,R2K86TPE5N4S99,Ultimate in streaming convenience,This product is an absolute life changer. We’ve been struggling with our cable service interfaces for a couple years now. Not only is the Roku lightning fast but the interface is completely organized and easy to navigate.,https://www.amazon.com/gp/customer-reviews/R2K86TPE5N4S99/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08G9TJWW9,5,True,,2022,1,O.S.10.5,i already had two roku devices an ultra and a premier i consistently get the message that i would benefit from a device with an sd card for faster loading of channels this product was reviewed by someone else that it did have an sd slot i am here to tell you that it does not this doesn t mean that i don t like the product i just think they don t have their act together the remote that came with this device was much better than my old one so i am giving this new device and my old remote to my son after searching the roku web site and all of their products i don t believe that they are currently selling units with sd card slots,already two devices ultra premier consistently get message would benefit device sd card faster loading channels product reviewed someone else sd slot tell mean like product think act together remote came device much better old one giving new device old remote son searching web site products believe currently selling units sd card slots,alreadi two devic ultra premier consist get messag would benefit devic sd card faster load channel product review someon els sd slot tell mean like product think act togeth remot came devic much better old one give new devic old remot son search web site product believ current sell unit sd card slot
112,112,R34Z8MSQL8LYLA,Defective Merchandise,"I bought a Roku Ultra as a gift for a cousin of mine overseas on 06022020. Unfortunately, the device turned out to be defective and worthless, adding embarrassment to my futile efforts. I have the item back now in Nevada. Can I return it for replacement ?",https://www.amazon.com/gp/customer-reviews/R34Z8MSQL8LYLA/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08G9TJWW9,1,True,,2022,1,O.S.10.5,it streams ok but after just a few months of us i have to reset the unit everyday just so it works for a few hours do not buy,streams ok months us reset unit everyday works hours buy,stream ok month us reset unit everyday work hour buy
113,113,R1IET8R473FG0R,Outstanding!,Switched from Amazon Firestick. Love my Roku much better.,https://www.amazon.com/gp/customer-reviews/R1IET8R473FG0R/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08G9TJWW9,5,True,,2022,1,O.S.10.5,i have a less expensive roku that works fine this one doesn t every time i turn the tv on i have to go to the tv detach the power cord from the roku box wait seconds then plug it in again i use the same internet source for both so it s not a problem with my internet the other one works this doesn t do a search on this problem and you ll see a lot of folks are having the same issue get the less expensive one,less expensive works fine one every time turn go detach power cord box wait seconds plug use internet source problem internet one works search problem see lot folks issue get less expensive one,less expens work fine one everi time turn go detach power cord box wait second plug use internet sourc problem internet one work search problem see lot folk issu get less expens one
114,114,R2LHGQ71CCQVRU,Sat,Nice,https://www.amazon.com/gp/customer-reviews/R2LHGQ71CCQVRU/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08G9TJWW9,4,True,,2022,1,O.S.10.5,this roku has had trouble just after the return date now about once a week it makes this horrendous noise when you turn it on the only thing that fixes it is unplugging it and plugging it back in not sure why this happens but it s seemingly random and getting more and more frequent when it s working it s great but i have a feeling it will stop working all together one day haven t had it months,trouble return date week makes horrendous noise turn thing fixes unplugging plugging back sure happens seemingly random getting frequent working great feeling stop working together one day months,troubl return date week make horrend nois turn thing fix unplug plug back sure happen seemingli random get frequent work great feel stop work togeth one day month
115,115,R1LUDDGUWY9PK0,Turned my outdated 58inch s03ttv back into a s03tv,Turned my outdated 58inch s03ttv back into a s03tv. It was impossible to download new apps on my Samsung s03tv. This is a great alternative to a new tv.,https://www.amazon.com/gp/customer-reviews/R1LUDDGUWY9PK0/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08G9TJWW9,5,True,,2022,1,O.S.10.5,remote control is quite bad and harmfull it just stops working efficiently and when you use the earplugs it just stops streaming and creates lots of static that rise to a level that is harmful to your ears i spent hours chatting with their customer service but to no avail they kept repeating the same steps and kept keeping me online with no results so now i have a roku ultra that does not work because the remote control will not work,remote control quite bad harmfull stops working efficiently use earplugs stops streaming creates lots static rise level harmful ears spent hours chatting customer service avail kept repeating steps kept keeping online results ultra work remote control work,remot control quit bad harmful stop work effici use earplug stop stream creat lot static rise level harm ear spent hour chat custom servic avail kept repeat step kept keep onlin result ultra work remot control work
116,116,R14OMD7J1X0JMU,as advertised,works great,https://www.amazon.com/gp/customer-reviews/R14OMD7J1X0JMU/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08G9TJWW9,5,True,,2022,1,O.S.10.5,as you can see have both fire cube and roku i prefer cube or any fire tv over roku,see fire cube prefer cube fire,see fire cube prefer cube fire
117,117,R2TL939RLG0TWN,Amazing 4K quality and speed,At first it was driving me crazy but finally figured it out and it was amazing. My kids love it,https://www.amazon.com/gp/customer-reviews/R2TL939RLG0TWN/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08G9TJWW9,5,True,,2022,1,O.S.10.5,the roku ultra with dual band provides superior streaming and much better screen quality than my previous roku which could use only one band it was easy to install and the remote which controls the tv as well as roku is a considerable improvement there is one caveat to keep in mind you will have to login again to every streaming channel such as netflix prime disney pbs etc that you use beyond the roku channels that is really tedious and time consuming it is a shame that your logins from previous roku set ups are not part of your roku account and automatically transferred to a new model i hope roku fixes that,ultra dual band provides superior streaming much better screen quality previous could use one band easy install remote controls well considerable improvement one caveat keep mind login every streaming channel netflix prime disney pbs etc use beyond channels really tedious time consuming shame logins previous set ups part account automatically transferred new model hope fixes,ultra dual band provid superior stream much better screen qualiti previou could use one band easi instal remot control well consider improv one caveat keep mind login everi stream channel netflix prime disney pb etc use beyond channel realli tediou time consum shame login previou set up part account automat transfer new model hope fix
118,118,RIJ9VSDO9ZECV,Awesome 👌,This box replaced my chrome cast and very satisfied with the product. Remote with a headphone jack allows me to work freely around the house.,https://www.amazon.com/gp/customer-reviews/RIJ9VSDO9ZECV/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08G9TJWW9,5,True,,2022,1,O.S.10.5,roku works ok other than it takes several seconds to load an app each time i click on it it started telling me i should add a microsd card to speed up this process i tried different sd cards g after testing them on my computer to make sure they worked the roku won t recognize the cards when inserted so the roku is defective as far as using microsd cards,works ok takes several seconds load app time click started telling add microsd card speed process tried different sd cards g testing computer make sure worked recognize cards inserted defective far using microsd cards,work ok take sever second load app time click start tell add microsd card speed process tri differ sd card g test comput make sure work recogn card insert defect far use microsd card
119,119,R1MVUQO79VQF35,Never Fails,"This is the leader in streaming, always works, easy set up",https://www.amazon.com/gp/customer-reviews/R1MVUQO79VQF35/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08G9TJWW9,5,True,,2022,1,O.S.10.5,this device seemed to take over all my other devices which might sound good except i had a logitech remote that already controlled everything i am still trying to get my system back to the original configuration as this roku i switched back to the previous model seemed to take over everything and then nothing would respond to my logitech remote or even the original remotes for my other devices i m sure it was user error on one part but at least let me return to the original configuration,device seemed take devices might sound good except logitech remote already controlled everything still trying get system back original configuration switched back previous model seemed take everything nothing would respond logitech remote even original remotes devices sure user error one part least let return original configuration,devic seem take devic might sound good except logitech remot alreadi control everyth still tri get system back origin configur switch back previou model seem take everyth noth would respond logitech remot even origin remot devic sure user error one part least let return origin configur
120,120,R1RA6PBGDTMSMB,Still like my Roku XS Simple Interface Better.,"I bought this 2020 Roku Ultra when Prime Video (still works with Netflix) no longer supported the Roku XS. Its interface is essentially the same (but much bigger sized) as the Roku 3. Both the Ultra and 3 have the same cluttered, busy and stream preview interface. I wound up returning it for the Amazon FireStick (3rd Gen). While its interface is similarly complicated, it can be very much modified (since its based on Android) with the Wolf Launcher mod app.",https://www.amazon.com/gp/customer-reviews/R1RA6PBGDTMSMB/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08G9TJWW9,3,True,,2022,1,O.S.10.5,this didn t even last a full year before it stopped showing a picture on the screen it s been sporadically misbehaving screen flickering no picture on and off for the past months so it really only worked properly for months can t replace or return it at this point very disappointing,even last full year stopped showing picture screen sporadically misbehaving screen flickering picture past months really worked properly months replace return point disappointing,even last full year stop show pictur screen sporad misbehav screen flicker pictur past month realli work properli month replac return point disappoint
121,121,R3CXBAL7EMZ1PW,Be careful-Mke sure your TV is compatible,"Had huge problem. Started out well attached to our Living Room TV until its 1st software update 2 days later, then would just show the start screen. NOTHING played, not Sling, not Apple TV, not Spectrum, not Acorn. Got BIG BLACK HDCP violation screen. And the ROKU Ultra was misidentified the TV. Got HDCO violations on all content. The LR Samsung is a 2015 1080p, but not HDMI 2.2. I tried out the device with all 4 TV's. It worked OK with our 2016 Samsung which has HDMI 1.4, and with our older smaller TVs that are 720p when set manually to 720p. IF you do not have a newer TV, BEWARE, make sure it supports at least HDMI 1.4 and preferably 2.2. 2.2 Inputs are usually labeled as such and you can also get the information from the TV's setup screen.",https://www.amazon.com/gp/customer-reviews/R3CXBAL7EMZ1PW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08G9TJWW9,3,True,2.0,2022,1,O.S.10.5,it s and apparently there are still streaming hubs made that don t support bluetooth headphones this is one of them despite listing bluetooth on the spec sheet thanks for wasting my time roku now i have to return it i don t care how simple the product is to use i need to use bluetooth headphones get with the times,apparently still streaming hubs made support bluetooth headphones one despite listing bluetooth spec sheet thanks wasting time return care simple product use need use bluetooth headphones get times,appar still stream hub made support bluetooth headphon one despit list bluetooth spec sheet thank wast time return care simpl product use need use bluetooth headphon get time
122,122,R1EWCTCWOGBT1M,Quality,Perfect for the studio room and the garage.,https://www.amazon.com/gp/customer-reviews/R1EWCTCWOGBT1M/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08G9TJWW9,5,True,,2022,1,O.S.10.5,i love my roku ultra with the roku channel and various other apps you can even access some live tv and movies without having any subscriptions subscriptions obviously enhance the experience and give you access to sports and all the popular shows the games you can download definitely leave something to be desired however most aren t worth downloading,love ultra channel various apps even access live movies without subscriptions subscriptions obviously enhance experience give access sports popular shows games download definitely leave something desired however worth downloading,love ultra channel variou app even access live movi without subscript subscript obvious enhanc experi give access sport popular show game download definit leav someth desir howev worth download
123,123,RC4BEJI7KK4VB,NO SD CARD SLOT,"I already had two roku devices, an Ultra and a Premier. I consistently get the message that I would benefit from a device with an SD card for faster loading of channels. This product was reviewed by someone else that it did have an SD slot. I am here to tell you that IT DOES NOT. This doesn't mean that I don't like the product, I just think they don't have their act together. The remote that came with this device was much better than my old one so I am giving this new device and my old remote to my son. After searching the ROKU web site and all of their products, I don't believe that they are currently selling units with SD card slots.",https://www.amazon.com/gp/customer-reviews/RC4BEJI7KK4VB/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08G9TJWW9,5,True,,2022,1,O.S.10.5,we have had several roku we needed to replay an older one because it was just too slow at responding between the remote and system we went with this one because of the higher wifi connectivity very please with it and the remote voice ability,several needed replay older one slow responding remote system went one higher wifi connectivity please remote voice ability,sever need replay older one slow respond remot system went one higher wifi connect pleas remot voic abil
124,124,R24VWSV1NXVHD6,Have to reset everyday for audio to work,"It streams ok, but after just a few months of us I have to reset the unit everyday, just so it works for a few hours. DO NOT BUY.",https://www.amazon.com/gp/customer-reviews/R24VWSV1NXVHD6/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08G9TJWW9,2,True,,2022,1,O.S.10.5,if you ide to purchase this and use it for watching paramount or other content with commercials get used to seeing the title every minutes or so i m currently at the point where i have to watch paramount on my phone to get past commercials then return to the roku to watch the shows very annoying i m going to be returning this and getting a fire stick or cube at least the shows consistently play back on those devices,ide purchase use watching paramount content commercials get used seeing title every minutes currently point watch paramount phone get past commercials return watch shows annoying going returning getting fire stick cube least shows consistently play back devices,ide purchas use watch paramount content commerci get use see titl everi minut current point watch paramount phone get past commerci return watch show annoy go return get fire stick cube least show consist play back devic
125,125,R2WPFNET5TQMQQ,Don't buy this piece of 06k,"I have a less expensive Roku that works fine. This one doesn't. Every time I turn the TV on I have to go to the TV, detach the power cord from the Roku box, wait 5 seconds, then plug it in again. I use the same internet source for both, so it's not a problem with my internet. The other one works, this doesn't. Do a search on this problem and you'll see a lot of folks are having the same issue. Get the less expensive one.",https://www.amazon.com/gp/customer-reviews/R2WPFNET5TQMQQ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08G9TJWW9,1,True,,2022,1,O.S.10.5,this thing should never be shipped only rarely connects with my router when all of my other devices have great g or g internet roku help site is also useless keeps telling me i have a dhcp error among other things totally disappointing i am returning this as soon as possible,thing never shipped rarely connects router devices great g g internet help site also useless keeps telling dhcp error among things totally disappointing returning soon possible,thing never ship rare connect router devic great g g internet help site also useless keep tell dhcp error among thing total disappoint return soon possibl
126,126,R3BKN9K3C7G4NZ,Old one was better,"This roku has had trouble just after the return date. Now about once a week it makes this horrendous noise when you turn it on. The only thing that fixes it is unplugging it and plugging it back in. Not sure why this happens but it's seemingly random and getting more and more frequent. When it's working, it's great but I have a feeling it will stop working all together one day. Haven't had it 6 months",https://www.amazon.com/gp/customer-reviews/R3BKN9K3C7G4NZ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08G9TJWW9,3,False,,2022,1,O.S.10.5,this product arrived in good condition and promptly easy to install and works perfectly happy making one of my dumb tv s and s t one,product arrived good condition promptly easy install works perfectly happy making one dumb one,product arriv good condit promptli easi instal work perfectli happi make one dumb one
127,127,R2FI4UZCIOC839,Remote control stops working very soon after purchase,Remote control is quite bad and harmfull!. It just stops working efficiently and when you use the earplugs it just stops streaming and creates lots of static that rise to a level that is harmful to your ears. I spent hours chatting with their customer service. But to no avail. They kept repeating the same steps and kept keeping me online with no results. So now I have a Roku Ultra that does not work because the remote control will not work.,https://www.amazon.com/gp/customer-reviews/R2FI4UZCIOC839/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08G9TJWW9,1,True,,2022,1,O.S.10.5,the remote did not work and multiple attempts to contact roku have gone unanswered,remote work multiple attempts contact gone unanswered,remot work multipl attempt contact gone unansw
128,128,R20BW354V685GI,Go with Amz Fire TV,As you can see have both Fire Cube and Roku. I prefer Cube or any Fire TV over Roku.,https://www.amazon.com/gp/customer-reviews/R20BW354V685GI/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08G9TJWW9,3,True,,2022,1,O.S.10.5,good price point for the value and works great,good price point value works great,good price point valu work great
129,129,RTO6BG4NQP6PH,Great sound,Easy to install,https://www.amazon.com/gp/customer-reviews/RTO6BG4NQP6PH/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08G9TJWW9,5,True,,2022,1,O.S.10.5,i find it hard to use the remote when trying to select different programs to watch because the roku remote has the volume control on the side of the remote instead of on the face of the remote where all the other functions reside when searching with the remote you can t help but hit the volume control causing the volume on the tv to go up or down unintentionally to me it s not user friendly,find hard use remote trying select different programs watch remote volume control side remote instead face remote functions reside searching remote help hit volume control causing volume go unintentionally user friendly,find hard use remot tri select differ program watch remot volum control side remot instead face remot function resid search remot help hit volum control caus volum go unintent user friendli
130,130,R3VF01EGLZAGPU,Ultra gives better screen quality,"The Roku ultra with dual band provides superior streaming and much better screen quality than my previous Roku which could use only one band. It was easy to install, and the remote which controls the TV as well as Roku is a considerable improvement. There is one caveat to keep in mind: you will have to login again to every streaming channel, Such as Netflix, prime, Disney+, PBS, etc., that you use beyond the Roku channels. That is really tedious and time-consuming. It is a shame that your logins from previous Roku set ups are not part of your Roku account and automatically transferred to a new model. I hope Roku fixes that.",https://www.amazon.com/gp/customer-reviews/R3VF01EGLZAGPU/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08G9TJWW9,5,True,,2022,1,O.S.10.5,love roku in general but the remote already quit,love general remote already quit,love gener remot alreadi quit
131,131,R26454RKN294GS,Won't recognize MicroSD Card,"Roku works ok other than it takes several seconds to load an app each time I click on it. It started telling me I should add a microSD card to speed up this process. I tried 2 different SD cards (32G) after testing them on my computer to make sure they worked. The Roku won't recognize the cards when inserted. So, the Roku is defective as far as using MicroSD cards.",https://www.amazon.com/gp/customer-reviews/R26454RKN294GS/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08G9TJWW9,2,False,,2022,1,O.S.10.5,overall it worked ent i ve had a lot of rokus but for some reason this one had the most problems it cuts out hdmi with an error message occassionally usually when viewing k roku support was unable to help perhaps a unit defect,overall worked ent lot rokus reason one problems cuts hdmi error message occassionally usually viewing k support unable help perhaps unit defect,overal work ent lot roku reason one problem cut hdmi error messag occassion usual view k support unabl help perhap unit defect
132,132,R3NGS7BPEX7KQH,No Headline,Product was received as advertised,https://www.amazon.com/gp/customer-reviews/R3NGS7BPEX7KQH/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08G9TJWW9,5,True,,2022,1,O.S.10.5,this is the only device which gives me a way to use headphones on my older tv my over the head headphones plug into the remote and intercept the sound from the tv so that i can watch roku programs quietly at night i have a semi s t tv which lacked several channels not available on roku,device gives way use headphones older head headphones plug remote intercept sound watch programs quietly night semi lacked several channels available,devic give way use headphon older head headphon plug remot intercept sound watch program quietli night semi lack sever channel avail
